maxid,minid,maxig,minig,iterationtime,PDEError,FCError,PetscTotal,PetscNormRes
13671,13671,13671,13671,13671,13671,13671,13671,13671
13672,13672,13672,13672,13672,13672,13672,13672,13672
13673,13673,13673,13673,13673,13673,13673,13673,13673
13674,13674,13674,13674,13674,13674,13674,13674,13674
13675,13675,13675,13675,13675,13675,13675,13675,13675
13676,13676,13676,13676,13676,13676,13676,13676,13676
13677,13677,13677,13677,13677,13677,13677,13677,13677
13678,13678,13678,13678,13678,13678,13678,13678,13678
13679,13679,13679,13679,13679,13679,13679,13679,13679
13680,13680,13680,13680,13680,13680,13680,13680,13680
13681,13681,13681,13681,13681,13681,13681,13681,13681
13682,13682,13682,13682,13682,13682,13682,13682,13682
13683,13683,13683,13683,13683,13683,13683,13683,13683
13684,13684,13684,13684,13684,13684,13684,13684,13684
13685,13685,13685,13685,13685,13685,13685,13685,13685
13686,13686,13686,13686,13686,13686,13686,13686,13686
13687,13687,13687,13687,13687,13687,13687,13687,13687
13688,13688,13688,13688,13688,13688,13688,13688,13688
13689,13689,13689,13689,13689,13689,13689,13689,13689
13690,13690,13690,13690,13690,13690,13690,13690,13690
13691,13691,13691,13691,13691,13691,13691,13691,13691
13692,13692,13692,13692,13692,13692,13692,13692,13692
13693,13693,13693,13693,13693,13693,13693,13693,13693
13694,13694,13694,13694,13694,13694,13694,13694,13694
13695,13695,13695,13695,13695,13695,13695,13695,13695
13696,13696,13696,13696,13696,13696,13696,13696,13696
13697,13697,13697,13697,13697,13697,13697,13697,13697
13698,13698,13698,13698,13698,13698,13698,13698,13698
13699,13699,13699,13699,13699,13699,13699,13699,13699
13700,13700,13700,13700,13700,13700,13700,13700,13700
13701,13701,13701,13701,13701,13701,13701,13701,13701
13702,13702,13702,13702,13702,13702,13702,13702,13702
13703,13703,13703,13703,13703,13703,13703,13703,13703
13704,13704,13704,13704,13704,13704,13704,13704,13704
13705,13705,13705,13705,13705,13705,13705,13705,13705
13706,13706,13706,13706,13706,13706,13706,13706,13706
13707,13707,13707,13707,13707,13707,13707,13707,13707
13708,13708,13708,13708,13708,13708,13708,13708,13708
13709,13709,13709,13709,13709,13709,13709,13709,13709
13710,13710,13710,13710,13710,13710,13710,13710,13710
13711,13711,13711,13711,13711,13711,13711,13711,13711
13712,13712,13712,13712,13712,13712,13712,13712,13712
13713,13713,13713,13713,13713,13713,13713,13713,13713
13714,13714,13714,13714,13714,13714,13714,13714,13714
13715,13715,13715,13715,13715,13715,13715,13715,13715
13716,13716,13716,13716,13716,13716,13716,13716,13716
13717,13717,13717,13717,13717,13717,13717,13717,13717
13718,13718,13718,13718,13718,13718,13718,13718,13718
13719,13719,13719,13719,13719,13719,13719,13719,13719
13720,13720,13720,13720,13720,13720,13720,13720,13720
13721,13721,13721,13721,13721,13721,13721,13721,13721
13722,13722,13722,13722,13722,13722,13722,13722,13722
13723,13723,13723,13723,13723,13723,13723,13723,13723
13724,13724,13724,13724,13724,13724,13724,13724,13724
13725,13725,13725,13725,13725,13725,13725,13725,13725
13726,13726,13726,13726,13726,13726,13726,13726,13726
13727,13727,13727,13727,13727,13727,13727,13727,13727
13728,13728,13728,13728,13728,13728,13728,13728,13728
13729,13729,13729,13729,13729,13729,13729,13729,13729
13730,13730,13730,13730,13730,13730,13730,13730,13730
13731,13731,13731,13731,13731,13731,13731,13731,13731
13732,13732,13732,13732,13732,13732,13732,13732,13732
13733,13733,13733,13733,13733,13733,13733,13733,13733
13734,13734,13734,13734,13734,13734,13734,13734,13734
13735,13735,13735,13735,13735,13735,13735,13735,13735
13736,13736,13736,13736,13736,13736,13736,13736,13736
13737,13737,13737,13737,13737,13737,13737,13737,13737
13738,13738,13738,13738,13738,13738,13738,13738,13738
13739,13739,13739,13739,13739,13739,13739,13739,13739
13740,13740,13740,13740,13740,13740,13740,13740,13740
13741,13741,13741,13741,13741,13741,13741,13741,13741
13742,13742,13742,13742,13742,13742,13742,13742,13742
13743,13743,13743,13743,13743,13743,13743,13743,13743
13744,13744,13744,13744,13744,13744,13744,13744,13744
13745,13745,13745,13745,13745,13745,13745,13745,13745
13746,13746,13746,13746,13746,13746,13746,13746,13746
13747,13747,13747,13747,13747,13747,13747,13747,13747
13748,13748,13748,13748,13748,13748,13748,13748,13748
13749,13749,13749,13749,13749,13749,13749,13749,13749
13750,13750,13750,13750,13750,13750,13750,13750,13750
13751,13751,13751,13751,13751,13751,13751,13751,13751
13752,13752,13752,13752,13752,13752,13752,13752,13752
13753,13753,13753,13753,13753,13753,13753,13753,13753
13754,13754,13754,13754,13754,13754,13754,13754,13754
13755,13755,13755,13755,13755,13755,13755,13755,13755
13756,13756,13756,13756,13756,13756,13756,13756,13756
13757,13757,13757,13757,13757,13757,13757,13757,13757
13758,13758,13758,13758,13758,13758,13758,13758,13758
13759,13759,13759,13759,13759,13759,13759,13759,13759
13760,13760,13760,13760,13760,13760,13760,13760,13760
13761,13761,13761,13761,13761,13761,13761,13761,13761
13762,13762,13762,13762,13762,13762,13762,13762,13762
13763,13763,13763,13763,13763,13763,13763,13763,13763
13764,13764,13764,13764,13764,13764,13764,13764,13764
13765,13765,13765,13765,13765,13765,13765,13765,13765
13766,13766,13766,13766,13766,13766,13766,13766,13766
13767,13767,13767,13767,13767,13767,13767,13767,13767
13768,13768,13768,13768,13768,13768,13768,13768,13768
13769,13769,13769,13769,13769,13769,13769,13769,13769
13770,13770,13770,13770,13770,13770,13770,13770,13770
13771,13771,13771,13771,13771,13771,13771,13771,13771
13772,13772,13772,13772,13772,13772,13772,13772,13772
13773,13773,13773,13773,13773,13773,13773,13773,13773
13774,13774,13774,13774,13774,13774,13774,13774,13774
13775,13775,13775,13775,13775,13775,13775,13775,13775
13776,13776,13776,13776,13776,13776,13776,13776,13776
13777,13777,13777,13777,13777,13777,13777,13777,13777
13778,13778,13778,13778,13778,13778,13778,13778,13778
13779,13779,13779,13779,13779,13779,13779,13779,13779
13780,13780,13780,13780,13780,13780,13780,13780,13780
13781,13781,13781,13781,13781,13781,13781,13781,13781
13782,13782,13782,13782,13782,13782,13782,13782,13782
13783,13783,13783,13783,13783,13783,13783,13783,13783
13784,13784,13784,13784,13784,13784,13784,13784,13784
13785,13785,13785,13785,13785,13785,13785,13785,13785
13786,13786,13786,13786,13786,13786,13786,13786,13786
13787,13787,13787,13787,13787,13787,13787,13787,13787
13788,13788,13788,13788,13788,13788,13788,13788,13788
13789,13789,13789,13789,13789,13789,13789,13789,13789
13790,13790,13790,13790,13790,13790,13790,13790,13790
13791,13791,13791,13791,13791,13791,13791,13791,13791
13792,13792,13792,13792,13792,13792,13792,13792,13792
13793,13793,13793,13793,13793,13793,13793,13793,13793
13794,13794,13794,13794,13794,13794,13794,13794,13794
13795,13795,13795,13795,13795,13795,13795,13795,13795
13796,13796,13796,13796,13796,13796,13796,13796,13796
13797,13797,13797,13797,13797,13797,13797,13797,13797
13798,13798,13798,13798,13798,13798,13798,13798,13798
13799,13799,13799,13799,13799,13799,13799,13799,13799
13800,13800,13800,13800,13800,13800,13800,13800,13800
13801,13801,13801,13801,13801,13801,13801,13801,13801
13802,13802,13802,13802,13802,13802,13802,13802,13802
13803,13803,13803,13803,13803,13803,13803,13803,13803
13804,13804,13804,13804,13804,13804,13804,13804,13804
13805,13805,13805,13805,13805,13805,13805,13805,13805
13806,13806,13806,13806,13806,13806,13806,13806,13806
13807,13807,13807,13807,13807,13807,13807,13807,13807
13808,13808,13808,13808,13808,13808,13808,13808,13808
13809,13809,13809,13809,13809,13809,13809,13809,13809
13810,13810,13810,13810,13810,13810,13810,13810,13810
13811,13811,13811,13811,13811,13811,13811,13811,13811
13812,13812,13812,13812,13812,13812,13812,13812,13812
13813,13813,13813,13813,13813,13813,13813,13813,13813
13814,13814,13814,13814,13814,13814,13814,13814,13814
13815,13815,13815,13815,13815,13815,13815,13815,13815
13816,13816,13816,13816,13816,13816,13816,13816,13816
13817,13817,13817,13817,13817,13817,13817,13817,13817
13818,13818,13818,13818,13818,13818,13818,13818,13818
13819,13819,13819,13819,13819,13819,13819,13819,13819
13820,13820,13820,13820,13820,13820,13820,13820,13820
13821,13821,13821,13821,13821,13821,13821,13821,13821
13822,13822,13822,13822,13822,13822,13822,13822,13822
13823,13823,13823,13823,13823,13823,13823,13823,13823
13824,13824,13824,13824,13824,13824,13824,13824,13824
13825,13825,13825,13825,13825,13825,13825,13825,13825
13826,13826,13826,13826,13826,13826,13826,13826,13826
13827,13827,13827,13827,13827,13827,13827,13827,13827
13828,13828,13828,13828,13828,13828,13828,13828,13828
13829,13829,13829,13829,13829,13829,13829,13829,13829
13830,13830,13830,13830,13830,13830,13830,13830,13830
13831,13831,13831,13831,13831,13831,13831,13831,13831
13832,13832,13832,13832,13832,13832,13832,13832,13832
13833,13833,13833,13833,13833,13833,13833,13833,13833
13834,13834,13834,13834,13834,13834,13834,13834,13834
13835,13835,13835,13835,13835,13835,13835,13835,13835
13836,13836,13836,13836,13836,13836,13836,13836,13836
13837,13837,13837,13837,13837,13837,13837,13837,13837
13838,13838,13838,13838,13838,13838,13838,13838,13838
13839,13839,13839,13839,13839,13839,13839,13839,13839
13840,13840,13840,13840,13840,13840,13840,13840,13840
13841,13841,13841,13841,13841,13841,13841,13841,13841
13842,13842,13842,13842,13842,13842,13842,13842,13842
13843,13843,13843,13843,13843,13843,13843,13843,13843
13844,13844,13844,13844,13844,13844,13844,13844,13844
13845,13845,13845,13845,13845,13845,13845,13845,13845
13846,13846,13846,13846,13846,13846,13846,13846,13846
13847,13847,13847,13847,13847,13847,13847,13847,13847
13848,13848,13848,13848,13848,13848,13848,13848,13848
13849,13849,13849,13849,13849,13849,13849,13849,13849
13850,13850,13850,13850,13850,13850,13850,13850,13850
13851,13851,13851,13851,13851,13851,13851,13851,13851
13852,13852,13852,13852,13852,13852,13852,13852,13852
13853,13853,13853,13853,13853,13853,13853,13853,13853
13854,13854,13854,13854,13854,13854,13854,13854,13854
13855,13855,13855,13855,13855,13855,13855,13855,13855
13856,13856,13856,13856,13856,13856,13856,13856,13856
13857,13857,13857,13857,13857,13857,13857,13857,13857
13858,13858,13858,13858,13858,13858,13858,13858,13858
13859,13859,13859,13859,13859,13859,13859,13859,13859
13860,13860,13860,13860,13860,13860,13860,13860,13860
13861,13861,13861,13861,13861,13861,13861,13861,13861
13862,13862,13862,13862,13862,13862,13862,13862,13862
13863,13863,13863,13863,13863,13863,13863,13863,13863
13864,13864,13864,13864,13864,13864,13864,13864,13864
13865,13865,13865,13865,13865,13865,13865,13865,13865
13866,13866,13866,13866,13866,13866,13866,13866,13866
13867,13867,13867,13867,13867,13867,13867,13867,13867
13868,13868,13868,13868,13868,13868,13868,13868,13868
13869,13869,13869,13869,13869,13869,13869,13869,13869
13870,13870,13870,13870,13870,13870,13870,13870,13870
13871,13871,13871,13871,13871,13871,13871,13871,13871
13872,13872,13872,13872,13872,13872,13872,13872,13872
13873,13873,13873,13873,13873,13873,13873,13873,13873
13874,13874,13874,13874,13874,13874,13874,13874,13874
13875,13875,13875,13875,13875,13875,13875,13875,13875
13876,13876,13876,13876,13876,13876,13876,13876,13876
13877,13877,13877,13877,13877,13877,13877,13877,13877
13878,13878,13878,13878,13878,13878,13878,13878,13878
13879,13879,13879,13879,13879,13879,13879,13879,13879
13880,13880,13880,13880,13880,13880,13880,13880,13880
13881,13881,13881,13881,13881,13881,13881,13881,13881
13882,13882,13882,13882,13882,13882,13882,13882,13882
13883,13883,13883,13883,13883,13883,13883,13883,13883
13884,13884,13884,13884,13884,13884,13884,13884,13884
13885,13885,13885,13885,13885,13885,13885,13885,13885
13886,13886,13886,13886,13886,13886,13886,13886,13886
13887,13887,13887,13887,13887,13887,13887,13887,13887
13888,13888,13888,13888,13888,13888,13888,13888,13888
13889,13889,13889,13889,13889,13889,13889,13889,13889
13890,13890,13890,13890,13890,13890,13890,13890,13890
13891,13891,13891,13891,13891,13891,13891,13891,13891
13892,13892,13892,13892,13892,13892,13892,13892,13892
13893,13893,13893,13893,13893,13893,13893,13893,13893
13894,13894,13894,13894,13894,13894,13894,13894,13894
13895,13895,13895,13895,13895,13895,13895,13895,13895
13896,13896,13896,13896,13896,13896,13896,13896,13896
13897,13897,13897,13897,13897,13897,13897,13897,13897
13898,13898,13898,13898,13898,13898,13898,13898,13898
13899,13899,13899,13899,13899,13899,13899,13899,13899
13900,13900,13900,13900,13900,13900,13900,13900,13900
13901,13901,13901,13901,13901,13901,13901,13901,13901
13902,13902,13902,13902,13902,13902,13902,13902,13902
13903,13903,13903,13903,13903,13903,13903,13903,13903
13904,13904,13904,13904,13904,13904,13904,13904,13904
13905,13905,13905,13905,13905,13905,13905,13905,13905
13906,13906,13906,13906,13906,13906,13906,13906,13906
13907,13907,13907,13907,13907,13907,13907,13907,13907
13908,13908,13908,13908,13908,13908,13908,13908,13908
13909,13909,13909,13909,13909,13909,13909,13909,13909
13910,13910,13910,13910,13910,13910,13910,13910,13910
13911,13911,13911,13911,13911,13911,13911,13911,13911
13912,13912,13912,13912,13912,13912,13912,13912,13912
13913,13913,13913,13913,13913,13913,13913,13913,13913
13914,13914,13914,13914,13914,13914,13914,13914,13914
13915,13915,13915,13915,13915,13915,13915,13915,13915
13916,13916,13916,13916,13916,13916,13916,13916,13916
13917,13917,13917,13917,13917,13917,13917,13917,13917
13918,13918,13918,13918,13918,13918,13918,13918,13918
13919,13919,13919,13919,13919,13919,13919,13919,13919
13920,13920,13920,13920,13920,13920,13920,13920,13920
13921,13921,13921,13921,13921,13921,13921,13921,13921
13922,13922,13922,13922,13922,13922,13922,13922,13922
13923,13923,13923,13923,13923,13923,13923,13923,13923
13924,13924,13924,13924,13924,13924,13924,13924,13924
13925,13925,13925,13925,13925,13925,13925,13925,13925
13926,13926,13926,13926,13926,13926,13926,13926,13926
13927,13927,13927,13927,13927,13927,13927,13927,13927
13928,13928,13928,13928,13928,13928,13928,13928,13928
13929,13929,13929,13929,13929,13929,13929,13929,13929
13930,13930,13930,13930,13930,13930,13930,13930,13930
13931,13931,13931,13931,13931,13931,13931,13931,13931
13932,13932,13932,13932,13932,13932,13932,13932,13932
13933,13933,13933,13933,13933,13933,13933,13933,13933
13934,13934,13934,13934,13934,13934,13934,13934,13934
13935,13935,13935,13935,13935,13935,13935,13935,13935
13936,13936,13936,13936,13936,13936,13936,13936,13936
13937,13937,13937,13937,13937,13937,13937,13937,13937
13938,13938,13938,13938,13938,13938,13938,13938,13938
13939,13939,13939,13939,13939,13939,13939,13939,13939
13940,13940,13940,13940,13940,13940,13940,13940,13940
13941,13941,13941,13941,13941,13941,13941,13941,13941
13942,13942,13942,13942,13942,13942,13942,13942,13942
13943,13943,13943,13943,13943,13943,13943,13943,13943
13944,13944,13944,13944,13944,13944,13944,13944,13944
13945,13945,13945,13945,13945,13945,13945,13945,13945
13946,13946,13946,13946,13946,13946,13946,13946,13946
13947,13947,13947,13947,13947,13947,13947,13947,13947
13948,13948,13948,13948,13948,13948,13948,13948,13948
13949,13949,13949,13949,13949,13949,13949,13949,13949
13950,13950,13950,13950,13950,13950,13950,13950,13950
13951,13951,13951,13951,13951,13951,13951,13951,13951
13952,13952,13952,13952,13952,13952,13952,13952,13952
13953,13953,13953,13953,13953,13953,13953,13953,13953
13954,13954,13954,13954,13954,13954,13954,13954,13954
13955,13955,13955,13955,13955,13955,13955,13955,13955
13956,13956,13956,13956,13956,13956,13956,13956,13956
13957,13957,13957,13957,13957,13957,13957,13957,13957
13958,13958,13958,13958,13958,13958,13958,13958,13958
13959,13959,13959,13959,13959,13959,13959,13959,13959
13960,13960,13960,13960,13960,13960,13960,13960,13960
13961,13961,13961,13961,13961,13961,13961,13961,13961
13962,13962,13962,13962,13962,13962,13962,13962,13962
13963,13963,13963,13963,13963,13963,13963,13963,13963
13964,13964,13964,13964,13964,13964,13964,13964,13964
13965,13965,13965,13965,13965,13965,13965,13965,13965
13966,13966,13966,13966,13966,13966,13966,13966,13966
13967,13967,13967,13967,13967,13967,13967,13967,13967
13968,13968,13968,13968,13968,13968,13968,13968,13968
13969,13969,13969,13969,13969,13969,13969,13969,13969
13970,13970,13970,13970,13970,13970,13970,13970,13970
13971,13971,13971,13971,13971,13971,13971,13971,13971
13972,13972,13972,13972,13972,13972,13972,13972,13972
13973,13973,13973,13973,13973,13973,13973,13973,13973
13974,13974,13974,13974,13974,13974,13974,13974,13974
13975,13975,13975,13975,13975,13975,13975,13975,13975
13976,13976,13976,13976,13976,13976,13976,13976,13976
13977,13977,13977,13977,13977,13977,13977,13977,13977
13978,13978,13978,13978,13978,13978,13978,13978,13978
13979,13979,13979,13979,13979,13979,13979,13979,13979
13980,13980,13980,13980,13980,13980,13980,13980,13980
13981,13981,13981,13981,13981,13981,13981,13981,13981
13982,13982,13982,13982,13982,13982,13982,13982,13982
13983,13983,13983,13983,13983,13983,13983,13983,13983
13984,13984,13984,13984,13984,13984,13984,13984,13984
13985,13985,13985,13985,13985,13985,13985,13985,13985
13986,13986,13986,13986,13986,13986,13986,13986,13986
13987,13987,13987,13987,13987,13987,13987,13987,13987
13988,13988,13988,13988,13988,13988,13988,13988,13988
13989,13989,13989,13989,13989,13989,13989,13989,13989
13990,13990,13990,13990,13990,13990,13990,13990,13990
13991,13991,13991,13991,13991,13991,13991,13991,13991
13992,13992,13992,13992,13992,13992,13992,13992,13992
13993,13993,13993,13993,13993,13993,13993,13993,13993
13994,13994,13994,13994,13994,13994,13994,13994,13994
13995,13995,13995,13995,13995,13995,13995,13995,13995
13996,13996,13996,13996,13996,13996,13996,13996,13996
13997,13997,13997,13997,13997,13997,13997,13997,13997
13998,13998,13998,13998,13998,13998,13998,13998,13998
13999,13999,13999,13999,13999,13999,13999,13999,13999
14000,14000,14000,14000,14000,14000,14000,14000,14000
14001,14001,14001,14001,14001,14001,14001,14001,14001
14002,14002,14002,14002,14002,14002,14002,14002,14002
14003,14003,14003,14003,14003,14003,14003,14003,14003
14004,14004,14004,14004,14004,14004,14004,14004,14004
14005,14005,14005,14005,14005,14005,14005,14005,14005
14006,14006,14006,14006,14006,14006,14006,14006,14006
14007,14007,14007,14007,14007,14007,14007,14007,14007
14008,14008,14008,14008,14008,14008,14008,14008,14008
14009,14009,14009,14009,14009,14009,14009,14009,14009
14010,14010,14010,14010,14010,14010,14010,14010,14010
14011,14011,14011,14011,14011,14011,14011,14011,14011
14012,14012,14012,14012,14012,14012,14012,14012,14012
14013,14013,14013,14013,14013,14013,14013,14013,14013
14014,14014,14014,14014,14014,14014,14014,14014,14014
14015,14015,14015,14015,14015,14015,14015,14015,14015
14016,14016,14016,14016,14016,14016,14016,14016,14016
14017,14017,14017,14017,14017,14017,14017,14017,14017
14018,14018,14018,14018,14018,14018,14018,14018,14018
14019,14019,14019,14019,14019,14019,14019,14019,14019
14020,14020,14020,14020,14020,14020,14020,14020,14020
14021,14021,14021,14021,14021,14021,14021,14021,14021
14022,14022,14022,14022,14022,14022,14022,14022,14022
14023,14023,14023,14023,14023,14023,14023,14023,14023
14024,14024,14024,14024,14024,14024,14024,14024,14024
14025,14025,14025,14025,14025,14025,14025,14025,14025
14026,14026,14026,14026,14026,14026,14026,14026,14026
14027,14027,14027,14027,14027,14027,14027,14027,14027
14028,14028,14028,14028,14028,14028,14028,14028,14028
14029,14029,14029,14029,14029,14029,14029,14029,14029
14030,14030,14030,14030,14030,14030,14030,14030,14030
14031,14031,14031,14031,14031,14031,14031,14031,14031
14032,14032,14032,14032,14032,14032,14032,14032,14032
14033,14033,14033,14033,14033,14033,14033,14033,14033
14034,14034,14034,14034,14034,14034,14034,14034,14034
14035,14035,14035,14035,14035,14035,14035,14035,14035
14036,14036,14036,14036,14036,14036,14036,14036,14036
14037,14037,14037,14037,14037,14037,14037,14037,14037
14038,14038,14038,14038,14038,14038,14038,14038,14038
14039,14039,14039,14039,14039,14039,14039,14039,14039
14040,14040,14040,14040,14040,14040,14040,14040,14040
14041,14041,14041,14041,14041,14041,14041,14041,14041
14042,14042,14042,14042,14042,14042,14042,14042,14042
14043,14043,14043,14043,14043,14043,14043,14043,14043
14044,14044,14044,14044,14044,14044,14044,14044,14044
14045,14045,14045,14045,14045,14045,14045,14045,14045
14046,14046,14046,14046,14046,14046,14046,14046,14046
14047,14047,14047,14047,14047,14047,14047,14047,14047
14048,14048,14048,14048,14048,14048,14048,14048,14048
14049,14049,14049,14049,14049,14049,14049,14049,14049
14050,14050,14050,14050,14050,14050,14050,14050,14050
14051,14051,14051,14051,14051,14051,14051,14051,14051
14052,14052,14052,14052,14052,14052,14052,14052,14052
14053,14053,14053,14053,14053,14053,14053,14053,14053
14054,14054,14054,14054,14054,14054,14054,14054,14054
14055,14055,14055,14055,14055,14055,14055,14055,14055
14056,14056,14056,14056,14056,14056,14056,14056,14056
14057,14057,14057,14057,14057,14057,14057,14057,14057
14058,14058,14058,14058,14058,14058,14058,14058,14058
14059,14059,14059,14059,14059,14059,14059,14059,14059
14060,14060,14060,14060,14060,14060,14060,14060,14060
14061,14061,14061,14061,14061,14061,14061,14061,14061
14062,14062,14062,14062,14062,14062,14062,14062,14062
14063,14063,14063,14063,14063,14063,14063,14063,14063
14064,14064,14064,14064,14064,14064,14064,14064,14064
14065,14065,14065,14065,14065,14065,14065,14065,14065
14066,14066,14066,14066,14066,14066,14066,14066,14066
14067,14067,14067,14067,14067,14067,14067,14067,14067
14068,14068,14068,14068,14068,14068,14068,14068,14068
14069,14069,14069,14069,14069,14069,14069,14069,14069
14070,14070,14070,14070,14070,14070,14070,14070,14070
14071,14071,14071,14071,14071,14071,14071,14071,14071
14072,14072,14072,14072,14072,14072,14072,14072,14072
14073,14073,14073,14073,14073,14073,14073,14073,14073
14074,14074,14074,14074,14074,14074,14074,14074,14074
14075,14075,14075,14075,14075,14075,14075,14075,14075
14076,14076,14076,14076,14076,14076,14076,14076,14076
14077,14077,14077,14077,14077,14077,14077,14077,14077
14078,14078,14078,14078,14078,14078,14078,14078,14078
14079,14079,14079,14079,14079,14079,14079,14079,14079
14080,14080,14080,14080,14080,14080,14080,14080,14080
14081,14081,14081,14081,14081,14081,14081,14081,14081
14082,14082,14082,14082,14082,14082,14082,14082,14082
14083,14083,14083,14083,14083,14083,14083,14083,14083
14084,14084,14084,14084,14084,14084,14084,14084,14084
14085,14085,14085,14085,14085,14085,14085,14085,14085
14086,14086,14086,14086,14086,14086,14086,14086,14086
14087,14087,14087,14087,14087,14087,14087,14087,14087
14088,14088,14088,14088,14088,14088,14088,14088,14088
14089,14089,14089,14089,14089,14089,14089,14089,14089
14090,14090,14090,14090,14090,14090,14090,14090,14090
14091,14091,14091,14091,14091,14091,14091,14091,14091
14092,14092,14092,14092,14092,14092,14092,14092,14092
14093,14093,14093,14093,14093,14093,14093,14093,14093
14094,14094,14094,14094,14094,14094,14094,14094,14094
14095,14095,14095,14095,14095,14095,14095,14095,14095
14096,14096,14096,14096,14096,14096,14096,14096,14096
14097,14097,14097,14097,14097,14097,14097,14097,14097
14098,14098,14098,14098,14098,14098,14098,14098,14098
14099,14099,14099,14099,14099,14099,14099,14099,14099
14100,14100,14100,14100,14100,14100,14100,14100,14100
14101,14101,14101,14101,14101,14101,14101,14101,14101
14102,14102,14102,14102,14102,14102,14102,14102,14102
14103,14103,14103,14103,14103,14103,14103,14103,14103
14104,14104,14104,14104,14104,14104,14104,14104,14104
14105,14105,14105,14105,14105,14105,14105,14105,14105
14106,14106,14106,14106,14106,14106,14106,14106,14106
14107,14107,14107,14107,14107,14107,14107,14107,14107
14108,14108,14108,14108,14108,14108,14108,14108,14108
14109,14109,14109,14109,14109,14109,14109,14109,14109
14110,14110,14110,14110,14110,14110,14110,14110,14110
14111,14111,14111,14111,14111,14111,14111,14111,14111
14112,14112,14112,14112,14112,14112,14112,14112,14112
14113,14113,14113,14113,14113,14113,14113,14113,14113
14114,14114,14114,14114,14114,14114,14114,14114,14114
14115,14115,14115,14115,14115,14115,14115,14115,14115
14116,14116,14116,14116,14116,14116,14116,14116,14116
14117,14117,14117,14117,14117,14117,14117,14117,14117
14118,14118,14118,14118,14118,14118,14118,14118,14118
14119,14119,14119,14119,14119,14119,14119,14119,14119
14120,14120,14120,14120,14120,14120,14120,14120,14120
14121,14121,14121,14121,14121,14121,14121,14121,14121
14122,14122,14122,14122,14122,14122,14122,14122,14122
14123,14123,14123,14123,14123,14123,14123,14123,14123
14124,14124,14124,14124,14124,14124,14124,14124,14124
14125,14125,14125,14125,14125,14125,14125,14125,14125
14126,14126,14126,14126,14126,14126,14126,14126,14126
14127,14127,14127,14127,14127,14127,14127,14127,14127
14128,14128,14128,14128,14128,14128,14128,14128,14128
14129,14129,14129,14129,14129,14129,14129,14129,14129
14130,14130,14130,14130,14130,14130,14130,14130,14130
14131,14131,14131,14131,14131,14131,14131,14131,14131
14132,14132,14132,14132,14132,14132,14132,14132,14132
14133,14133,14133,14133,14133,14133,14133,14133,14133
14134,14134,14134,14134,14134,14134,14134,14134,14134
14135,14135,14135,14135,14135,14135,14135,14135,14135
14136,14136,14136,14136,14136,14136,14136,14136,14136
14137,14137,14137,14137,14137,14137,14137,14137,14137
14138,14138,14138,14138,14138,14138,14138,14138,14138
14139,14139,14139,14139,14139,14139,14139,14139,14139
14140,14140,14140,14140,14140,14140,14140,14140,14140
14141,14141,14141,14141,14141,14141,14141,14141,14141
14142,14142,14142,14142,14142,14142,14142,14142,14142
14143,14143,14143,14143,14143,14143,14143,14143,14143
14144,14144,14144,14144,14144,14144,14144,14144,14144
14145,14145,14145,14145,14145,14145,14145,14145,14145
14146,14146,14146,14146,14146,14146,14146,14146,14146
14147,14147,14147,14147,14147,14147,14147,14147,14147
14148,14148,14148,14148,14148,14148,14148,14148,14148
14149,14149,14149,14149,14149,14149,14149,14149,14149
14150,14150,14150,14150,14150,14150,14150,14150,14150
14151,14151,14151,14151,14151,14151,14151,14151,14151
14152,14152,14152,14152,14152,14152,14152,14152,14152
14153,14153,14153,14153,14153,14153,14153,14153,14153
14154,14154,14154,14154,14154,14154,14154,14154,14154
14155,14155,14155,14155,14155,14155,14155,14155,14155
14156,14156,14156,14156,14156,14156,14156,14156,14156
14157,14157,14157,14157,14157,14157,14157,14157,14157
14158,14158,14158,14158,14158,14158,14158,14158,14158
14159,14159,14159,14159,14159,14159,14159,14159,14159
14160,14160,14160,14160,14160,14160,14160,14160,14160
14161,14161,14161,14161,14161,14161,14161,14161,14161
14162,14162,14162,14162,14162,14162,14162,14162,14162
14163,14163,14163,14163,14163,14163,14163,14163,14163
14164,14164,14164,14164,14164,14164,14164,14164,14164
14165,14165,14165,14165,14165,14165,14165,14165,14165
14166,14166,14166,14166,14166,14166,14166,14166,14166
14167,14167,14167,14167,14167,14167,14167,14167,14167
14168,14168,14168,14168,14168,14168,14168,14168,14168
14169,14169,14169,14169,14169,14169,14169,14169,14169
14170,14170,14170,14170,14170,14170,14170,14170,14170
14171,14171,14171,14171,14171,14171,14171,14171,14171
14172,14172,14172,14172,14172,14172,14172,14172,14172
14173,14173,14173,14173,14173,14173,14173,14173,14173
14174,14174,14174,14174,14174,14174,14174,14174,14174
14175,14175,14175,14175,14175,14175,14175,14175,14175
14176,14176,14176,14176,14176,14176,14176,14176,14176
14177,14177,14177,14177,14177,14177,14177,14177,14177
14178,14178,14178,14178,14178,14178,14178,14178,14178
14179,14179,14179,14179,14179,14179,14179,14179,14179
14180,14180,14180,14180,14180,14180,14180,14180,14180
14181,14181,14181,14181,14181,14181,14181,14181,14181
14182,14182,14182,14182,14182,14182,14182,14182,14182
14183,14183,14183,14183,14183,14183,14183,14183,14183
14184,14184,14184,14184,14184,14184,14184,14184,14184
14185,14185,14185,14185,14185,14185,14185,14185,14185
14186,14186,14186,14186,14186,14186,14186,14186,14186
